,Unnamed: 0,n,composition,MagpieData minimum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum Row,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData range NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mode GSbandgap,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,3-norm,frac s valence electrons,frac p valence electrons,density,vpa,packing fraction,label,distance
26,26,1.610746203886054,Os4 O4 F20,8.0,9.0,93.0,36.0,87.0,8.571428571428571,93.0,174.23059999999998,43.03163085714285,42.05667689795918,53.5,3252.5,518.3285714285714,796.4775510204082,53.5,17.0,9.0,15.571428571428571,2.163265306122449,17.0,6.0,4.0,0.979591836734694,57.0,144.0,87.0,70.71428571428571,20.93877551020408,57.0,3.98,3.648571428571429,0.473469387755102,3.98,2.0,0.0,5.0,5.0,4.142857142857143,1.2244897959183672,6.0,6.0,0.8571428571428571,1.469387755102041,14.0,2.0,6.0,22.0,16.0,9.0,3.7142857142857135,7.0,0.0,2.0,2.0,1.0,0.2857142857142857,1.0,4.0,0.5714285714285714,1.0,3.0,1.5714285714285714,0.8163265306122449,1.0,9.105,10.2475,1.0978571428571422,9.7075,1.97,1.407142857142857,1.97,12.0,194.0,182.0,40.142857142857146,43.95918367346939,15.0,3,0.7180750993304971,0.2222222222222222,0.4603174603174603,4.502002440253931,15.871982542454008,0.1145373581412859,308,2.7754577597806755
27,27,1.4138462905610778,F6 Sb1 Cs1,9.0,9.0,93.0,88.0,81.0,19.0,93.0,113.9070487,46.0819838875,40.62537103125,53.5,850.28,190.79625,205.944375,53.5,17.0,16.0,14.75,3.4375,17.0,6.0,4.0,1.3125,57.0,244.0,187.0,90.625,50.4375,57.0,3.98,3.34,0.96,3.98,1.875,0.21875,5.0,5.0,4.125,1.3125,10.0,10.0,1.25,2.1875,0.0,0.0,1.0,15.0,14.0,7.25,1.9375,7.0,1.0,3.0,3.0,1.125,0.46875,1.0,0.0,0.0,1.0,2.0,1.25,0.4375,1.0,9.7075,25.69625,23.983125,9.7075,1.97,1.4775,1.97,15.0,229.0,214.0,60.625,68.4375,15.0,3,0.7523077068508066,0.2586206896551724,0.5689655172413793,3.8464540433359846,19.89389022967756,0.5625710883926088,51,2.8027732104116425
28,28,2.3173647389509777,Ag2 Hg1 I4,47.0,53.0,96.0,31.0,83.57142857142857,14.20408163265306,96.0,92.7218,131.99204,19.599417142857146,234.32,1000.61,607.3685714285714,358.6065306122449,386.85,17.0,6.0,14.571428571428571,2.775510204081633,17.0,6.0,1.0,0.2448979591836737,132.0,145.0,13.0,139.71428571428572,3.020408163265309,139.0,2.66,2.357142857142857,0.3461224489795919,2.66,1.7142857142857142,0.4081632653061225,5.0,5.0,2.857142857142857,2.4489795918367347,10.0,0.0,10.0,0.0,14.0,2.0,11.0,26.0,15.0,16.571428571428573,3.183673469387754,17.0,1.0,1.0,1.0,0.5714285714285714,0.489795918367347,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.2448979591836735,1.0,16.33,32.85108374384286,11.615904292751022,43.015,1.062,0.6068571428571429,1.062,64.0,225.0,161.0,124.57142857142856,69.22448979591836,64.0,3,0.5970484566258902,0.1034482758620689,0.1724137931034482,5.474234447705926,40.03809865908835,0.3369215848653235,254,4.029964547253885
29,29,2.4161255486142887,O4 Al2 Ag2,8.0,8.0,87.0,22.0,78.0,9.0,87.0,91.8688,41.71213465,33.078032675,54.8,1180.13,569.5,514.7,54.8,16.0,5.0,14.0,2.0,16.0,5.0,3.0,1.0,66.0,145.0,79.0,99.5,33.5,66.0,3.44,2.605,0.835,3.44,1.75,0.375,4.0,4.0,2.25,1.75,10.0,10.0,2.5,3.75,0.0,0.0,3.0,11.0,8.0,6.5,2.25,6.0,1.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,1.0,4.0,2.5,1.25,2.0,9.105,12.755,3.65,9.105,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,3,0.538608672507971,0.2692307692307692,0.3461538461538461,6.059586991591462,11.430585819416244,0.5937594394742631,167,2.9985973054775217
30,30,2.4219759839161665,S4 Zn4,16.0,16.0,88.0,19.0,78.5,9.5,69.0,33.315,48.7225,16.6575,388.36,304.31999999999994,540.52,152.15999999999997,388.36,16.0,4.0,14.0,2.0,12.0,4.0,1.0,0.5,105.0,122.0,17.0,113.5,8.5,105.0,2.58,2.115,0.4650000000000001,1.65,2.0,0.0,4.0,4.0,2.0,2.0,10.0,10.0,5.0,5.0,0.0,0.0,6.0,12.0,6.0,9.0,3.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,13.96,19.8734375,5.913437499999999,13.96,2.202,1.101,0.0,70.0,194.0,124.0,132.0,62.0,70.0,2,0.6299605249474366,0.2222222222222222,0.2222222222222222,3.995110988752275,20.257182520518555,0.3577690256333995,215,1.7129645953738066
31,31,1.893252140277852,Cs2 V5 O13,8.0,8.0,87.0,82.0,68.55,23.985,87.0,116.9060519,36.42553019,26.553969247,54.8,2128.2,611.529,785.7355,54.8,16.0,15.0,11.75,5.525,16.0,6.0,4.0,1.17,66.0,244.0,178.0,105.55,51.415,66.0,3.44,2.7225,0.93275,3.44,1.9,0.18,4.0,4.0,2.6,1.82,3.0,3.0,0.75,1.125,0.0,0.0,1.0,6.0,5.0,5.25,0.975,6.0,1.0,2.0,2.0,1.3,0.91,2.0,7.0,1.75,1.0,6.0,3.15,1.925,2.0,9.105,20.74725,19.00355,9.105,0.0,0.0,0.0,12.0,229.0,217.0,87.95,98.735,12.0,3,0.6628602526254084,0.3619047619047619,0.4952380952380952,3.1803364541531733,19.018747473439344,0.5534971479279142,21,2.759149235752479
32,32,2.697724164303435,P2 K3 Cu3,15.0,19.0,83.0,80.0,45.875,32.15625,3.0,32.572238,46.23505300000001,12.98321025,317.3,1040.47,714.6875,482.311875,336.53,15.0,14.0,8.25,5.4375,1.0,4.0,1.0,0.375,107.0,203.0,96.0,152.375,37.96875,132.0,2.19,1.5675,0.5606249999999999,0.82,1.25,0.375,3.0,3.0,0.75,1.125,10.0,10.0,3.75,4.6875,0.0,0.0,1.0,11.0,10.0,5.75,3.9375,1.0,1.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,1.0,2.0,1.5,0.75,1.0,11.07,37.2088095238125,26.923392857165624,11.07,1.625,0.40625,0.0,2.0,229.0,227.0,170.75,84.375,225.0,3,0.4947364512100507,0.217391304347826,0.1304347826086956,3.251786314306304,23.61013434832658,0.9164617419036534,18,3.953956103093397
33,33,1.8898024588123843,N4 O4 K4 Ge4,7.0,7.0,87.0,84.0,62.75,29.875,3.0,58.6333,35.4361,20.43305,54.8,1156.6,416.4450000000001,397.4775000000001,54.8,16.0,15.0,11.5,5.25,1.0,4.0,2.0,1.0,66.0,203.0,137.0,115.0,46.5,66.0,3.44,2.3275,0.9125,0.82,1.75,0.375,4.0,4.0,2.25,1.25,10.0,10.0,2.5,3.75,0.0,0.0,1.0,14.0,13.0,6.5,3.75,1.0,1.0,4.0,4.0,2.25,1.25,0.0,0.0,0.0,1.0,3.0,2.5,1.0,1.0,9.105,29.996354166675,21.55515625001249,9.105,6.437,1.705,0.0,12.0,229.0,217.0,165.0,76.5,12.0,4,0.3968502629920499,0.2692307692307692,0.3461538461538461,3.738078183219265,15.74151891260555,0.8709228516632915,2,0.0
34,34,1.980909471261454,O8 F4 I4,8.0,8.0,96.0,9.0,90.75,3.75,87.0,110.90507,44.4754183,41.21452585,53.5,333.35,137.4875,124.68125,54.8,17.0,1.0,16.5,0.5,16.0,5.0,3.0,1.125,57.0,139.0,82.0,82.0,28.5,66.0,3.98,3.38,0.36,3.44,2.0,0.0,5.0,1.0,4.5,0.5,10.0,10.0,2.5,3.75,0.0,0.0,6.0,17.0,11.0,9.0,4.0,6.0,0.0,2.0,1.0,1.5,0.5,2.0,0.0,0.0,1.0,1.0,1.5,0.5,2.0,9.105,17.733125,12.6409375,9.105,1.97,0.758,0.0,12.0,64.0,52.0,25.75,19.125,12.0,3,0.538608672507971,0.2222222222222222,0.5,4.561034437263505,16.192197319789678,0.2134854861406092,140,2.974618841308222
35,35,1.9344249791644088,P2 S6 K2,15.0,16.0,88.0,85.0,70.0,26.8,88.0,8.124538000000001,33.253412399999995,2.3379550399999984,317.3,71.06,363.782,29.49360000000001,388.36,16.0,15.0,12.8,4.72,16.0,4.0,1.0,0.3200000000000001,105.0,203.0,98.0,125.0,31.2,105.0,2.58,2.15,0.5320000000000001,2.58,1.8,0.3199999999999999,4.0,4.0,3.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.52,6.0,1.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,1.0,2.0,2.0,0.4,2.0,22.5702380952,34.607505952379995,15.399664285727996,25.786875,2.202,1.6462,2.202,2.0,229.0,227.0,88.2,56.32000000000001,70.0,3,0.6144633651371695,0.375,0.625,1.953133611986244,28.27179361877152,0.4340538117041985,100,2.396273120794081
36,36,1.7971544174054714,O2 Cl12 Ca8,8.0,17.0,94.0,87.0,61.72727272727273,39.80165289256198,94.0,24.0786,35.36630909090909,3.52125619834711,54.8,1060.2,504.0363636363636,444.3371900826447,171.6,17.0,15.0,11.454545454545457,6.876033057851239,17.0,4.0,2.0,0.5289256198347108,66.0,176.0,110.0,125.63636363636364,36.62809917355372,102.0,3.44,2.4000000000000004,1.018181818181818,3.16,2.0,0.0,5.0,5.0,3.090909090909091,2.2479338842975207,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.090909090909091,2.2479338842975207,7.0,0.0,2.0,2.0,0.7272727272727273,0.5289256198347108,1.0,0.0,0.0,0.0,2.0,0.7272727272727273,0.5289256198347108,1.0,9.105,27.92454545454545,7.160330578512398,24.4975,2.493,1.3598181818181816,2.493,12.0,225.0,213.0,117.8181818181818,77.9504132231405,64.0,3,0.5954465109199432,0.3928571428571428,0.6071428571428571,2.581244807469389,22.75147933158669,0.494487796941536,3,4.117722693775995
37,37,2.189977168813812,P6 K4,15.0,15.0,83.0,80.0,51.0,38.4,83.0,8.124538000000001,34.2235772,3.8997782400000007,317.3,19.22999999999996,324.992,9.230399999999984,317.3,15.0,14.0,9.4,6.719999999999999,15.0,4.0,1.0,0.48,107.0,203.0,96.0,145.4,46.08,107.0,2.19,1.642,0.6576,2.19,1.6,0.48,3.0,3.0,1.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.4,1.9200000000000004,5.0,1.0,3.0,3.0,1.8,1.44,3.0,0.0,0.0,1.0,2.0,2.2,0.96,3.0,22.5702380952,42.7848095238,24.25748571432,22.5702380952,1.625,0.975,1.625,2.0,229.0,227.0,92.8,108.96,2.0,2,0.6542132620377179,0.4705882352941177,0.5294117647058824,1.914864577350633,29.678123252992272,0.685830744403484,360,2.7611081289254793
38,38,2.338098871590616,Si2 P4 K4,14.0,15.0,83.0,80.0,50.0,37.6,3.0,11.012800000000002,33.6459248,4.361900160000001,317.3,1369.7,598.932,435.2272,317.3,15.0,14.0,9.2,6.56,1.0,4.0,1.0,0.48,107.0,203.0,96.0,146.2,45.44,107.0,2.19,1.584,0.6112,0.82,1.6,0.48,3.0,3.0,1.6,1.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.2,1.7600000000000002,1.0,1.0,4.0,4.0,2.0,1.6,0.0,0.0,0.0,1.0,3.0,2.4,1.12,1.0,20.44,42.35876190476,24.598323809552,22.5702380952,1.625,0.8046,0.0,2.0,229.0,227.0,137.8,108.64,2.0,3,0.5142563181316472,0.5,0.5,2.011865043814727,27.770437551988653,0.7429291395222352,371,4.08858602323076
39,39,3.0468834897317616,O6 Au4,8.0,8.0,87.0,21.0,78.6,10.080000000000002,87.0,180.967169,88.3862676,86.86424112,54.8,1282.53,567.812,615.6144,54.8,16.0,5.0,14.0,2.4,16.0,6.0,4.0,1.9200000000000004,66.0,136.0,70.0,94.0,33.6,66.0,3.44,3.08,0.4319999999999999,3.44,1.6,0.48,4.0,4.0,2.4,1.9200000000000004,10.0,10.0,4.0,4.8,14.0,5.6,6.0,25.0,19.0,13.6,9.12,6.0,1.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,1.0,1.0,1.6,0.48,2.0,9.105,12.143,3.6456,9.105,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,2,0.6542132620377179,0.1176470588235294,0.1764705882352941,10.406697515040896,14.103307037476146,0.3307922800080877,429,2.6482386029192346
40,40,1.706842015731587,O6 Na4 Ge2,8.0,8.0,87.0,85.0,57.333333333333336,36.88888888888889,87.0,56.6406,27.769623093333337,14.956792302222226,54.8,1156.6,352.92333333333335,298.12333333333333,54.8,16.0,15.0,10.666666666666666,6.444444444444444,16.0,4.0,2.0,0.6666666666666666,66.0,166.0,100.0,108.33333333333331,42.333333333333336,66.0,3.44,2.365,1.075,3.44,1.6666666666666667,0.4444444444444443,4.0,4.0,2.333333333333333,1.666666666666667,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,1.0,14.0,13.0,5.666666666666667,3.1111111111111107,6.0,1.0,4.0,4.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,1.0,3.0,2.0,0.6666666666666666,2.0,9.105,18.13444444443333,9.029444444433333,9.105,0.383,0.0638333333333333,0.0,12.0,229.0,217.0,119.83333333333331,107.83333333333331,12.0,3,0.5503212081491045,0.2941176470588235,0.4117647058823529,3.1989145430215986,14.415059668233908,0.690870257047114,265,2.327567945219596
41,41,2.464982555719208,Li8 Mn12 Zn4 O32,3.0,8.0,87.0,86.0,65.92857142857143,24.520408163265305,87.0,58.43899999999999,26.57652392857143,17.69829132653061,54.8,1464.2,471.1042857142857,480.7518367346938,54.8,16.0,15.0,11.642857142857142,5.030612244897959,16.0,4.0,2.0,0.8163265306122449,66.0,139.0,73.0,94.5,32.57142857142857,66.0,3.44,2.5557142857142856,1.0106122448979593,3.44,1.8571428571428568,0.2448979591836734,4.0,4.0,2.2857142857142856,1.959183673469388,10.0,10.0,1.7857142857142858,2.5510204081632653,0.0,0.0,1.0,12.0,11.0,5.928571428571429,1.4081632653061222,6.0,1.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,5.0,1.0714285714285714,0.0,5.0,2.357142857142857,1.1326530612244898,2.0,9.105,10.817816091950002,2.099031198678572,9.105,0.0,0.0,0.0,12.0,229.0,217.0,99.92857142857144,100.48979591836736,12.0,4,0.5845192483524393,0.3132530120481928,0.3855421686746987,4.318832907655699,10.219148753741866,0.5421645752993544,312,3.2229593965921812
42,42,1.465016950982716,F4 K2 Zn1,9.0,9.0,93.0,90.0,63.85714285714285,34.775510204081634,93.0,46.3815968,31.367173257142856,14.135737208163269,53.5,639.18,225.67714285714283,196.7738775510204,53.5,17.0,16.0,11.714285714285714,6.122448979591836,17.0,4.0,2.0,0.979591836734694,57.0,203.0,146.0,108.0,58.285714285714285,57.0,3.98,2.7442857142857138,1.4122448979591835,3.98,1.7142857142857142,0.4081632653061225,5.0,5.0,2.857142857142857,2.4489795918367347,10.0,10.0,1.4285714285714286,2.4489795918367347,0.0,0.0,1.0,12.0,11.0,6.0,2.857142857142857,7.0,1.0,1.0,1.0,0.5714285714285714,0.489795918367347,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.2448979591836735,1.0,9.7075,28.42904761905714,25.530068027224484,9.7075,1.97,1.1257142857142857,1.97,15.0,229.0,214.0,101.71428571428572,99.10204081632654,15.0,3,0.5970484566258902,0.2857142857142857,0.4761904761904762,3.205569132887994,16.25087272146806,0.8931816220851888,96,3.874556655259072
43,43,4.168143991434717,O6 Cd1 Pt3,8.0,8.0,87.0,24.0,78.1,10.68,87.0,179.0846,79.36594,76.03984799999999,54.8,1986.6,704.7220000000001,802.0068000000001,54.8,16.0,6.0,13.8,2.64,16.0,6.0,4.0,1.8,66.0,144.0,78.0,94.8,34.56,66.0,3.44,2.9170000000000003,0.6275999999999999,3.44,1.7,0.42,4.0,4.0,2.4,1.9200000000000004,10.0,10.0,3.7,4.44,14.0,4.2,6.0,24.0,18.0,12.0,7.2,6.0,1.0,2.0,2.0,1.2,0.9600000000000002,2.0,1.0,0.3,0.0,2.0,1.8,0.36,2.0,9.105,11.9185,3.3761999999999994,9.105,0.0,0.0,0.0,12.0,225.0,213.0,94.1,98.52,12.0,3,0.6248799769526243,0.1416666666666666,0.1999999999999999,10.768420897317098,12.23858587847978,0.4244378218638478,429,1.8308951884063815
44,44,7.057081313593224,Ga2 Ge2 Te2,31.0,31.0,90.0,16.0,81.0,6.0,74.0,57.877,89.98766666666666,25.07488888888888,302.91,908.49,745.6566666666668,310.4955555555556,302.91,16.0,3.0,14.333333333333334,1.1111111111111114,13.0,5.0,1.0,0.4444444444444443,120.0,138.0,18.0,126.66666666666669,7.555555555555557,120.0,2.1,1.9733333333333327,0.1088888888888888,1.81,2.0,0.0,4.0,3.0,2.333333333333333,1.1111111111111112,10.0,0.0,10.0,0.0,0.0,0.0,13.0,16.0,3.0,14.333333333333334,1.1111111111111114,13.0,0.0,5.0,3.0,3.6666666666666665,1.1111111111111112,2.0,0.0,0.0,2.0,3.0,3.6666666666666665,1.1111111111111112,2.0,18.8575,25.54194444443333,6.147592592577776,18.8575,0.464,0.2823333333333333,0.0,64.0,225.0,161.0,147.0,55.333333333333336,64.0,3,0.4807498567691361,0.1395348837209302,0.1627906976744186,4.989100607575411,29.950896517357904,0.3213931982952701,195,4.590770750825852
45,45,3.032020338542082,Ga2 Se4 Tl2,31.0,34.0,89.0,15.0,82.0,7.0,89.0,134.6603,108.006575,48.1883625,302.91,274.09,466.9775,82.03374999999998,494.0,16.0,3.0,14.5,1.5,16.0,6.0,2.0,0.75,120.0,145.0,25.0,126.75,9.125,120.0,2.55,2.1325000000000003,0.4174999999999998,2.55,2.0,0.0,4.0,3.0,2.5,1.5,10.0,0.0,10.0,0.0,14.0,3.5,13.0,27.0,14.0,18.0,4.5,16.0,0.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,2.0,3.0,3.5,1.5,2.0,18.8575,24.401875,2.7721875,25.92,0.799,0.3995,0.799,14.0,194.0,180.0,71.5,61.25,14.0,3,0.538608672507971,0.1111111111111111,0.1388888888888889,6.488531677966918,27.640943458159885,0.4583321909458449,285,2.482804791668274
46,46,2.878486292017612,Al2 Se4 Tl2,13.0,34.0,89.0,16.0,81.75,7.25,89.0,177.4017614,97.32120965,53.531045175,494.0,439.47,624.6175000000001,154.42625000000004,494.0,16.0,3.0,14.5,1.5,16.0,6.0,3.0,0.875,120.0,145.0,25.0,126.5,9.25,120.0,2.55,2.0825,0.4674999999999998,2.55,2.0,0.0,4.0,3.0,2.5,1.5,10.0,10.0,7.5,3.75,14.0,3.5,3.0,27.0,24.0,15.5,6.25,16.0,0.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,2.0,3.0,3.5,1.5,2.0,16.48,23.8075,3.66375,25.92,0.799,0.3995,0.799,14.0,225.0,211.0,111.75,97.75,14.0,3,0.538608672507971,0.1290322580645161,0.1612903225806451,5.885180707320923,27.459763543294947,0.4520559273068331,214,4.978807692152375
47,47,2.868607153306287,Be2 Na2 As2,4.0,4.0,84.0,82.0,51.0,32.666666666666664,2.0,65.909418,35.64118376,26.18694416,370.87,1189.13,1006.9566666666666,424.05777777777786,370.87,15.0,14.0,6.0,6.0,1.0,4.0,2.0,0.6666666666666666,96.0,166.0,70.0,127.0,26.0,96.0,2.18,1.5599999999999998,0.4200000000000001,0.93,1.6666666666666667,0.4444444444444444,3.0,3.0,1.0,1.3333333333333333,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,1.0,15.0,14.0,6.0,6.0,1.0,1.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,1.111111111111111,0.0,7.89,19.769444444433333,7.919629629622222,7.89,0.0,0.0,0.0,166.0,229.0,63.0,196.3333333333333,21.777777777777786,166.0,3,0.4807498567691361,0.2777777777777778,0.1666666666666666,3.089422715838585,19.15684043816089,0.6202953831367288,357,4.080940524115734
48,48,1.8209356569265849,O4 K4 Zn2,8.0,8.0,87.0,84.0,49.8,37.44,3.0,49.3806,35.11508,15.292543999999998,54.8,637.88,295.068,192.2144,54.8,16.0,15.0,9.2,6.56,1.0,4.0,2.0,0.96,66.0,203.0,137.0,132.0,56.8,66.0,3.44,2.034,1.1248,0.82,1.6,0.48,4.0,4.0,1.6,1.92,10.0,10.0,2.0,3.2,0.0,0.0,1.0,12.0,11.0,5.2,3.3600000000000003,1.0,1.0,2.0,2.0,0.8,0.96,0.0,0.0,0.0,0.0,2.0,1.2,0.64,1.0,9.105,35.67666666668,29.944000000016,9.105,0.0,0.0,0.0,12.0,229.0,217.0,135.2,98.56,12.0,3,0.5142563181316472,0.3076923076923077,0.3076923076923077,3.304809677753445,17.646884081087325,1.1483050243219723,22,2.1313829058586604
49,49,2.928568933796844,K4 As4 Pd2,19.0,19.0,84.0,81.0,47.2,35.36,3.0,67.32169999999999,66.89196000000001,22.234928,336.53,1491.52,936.222,479.7536,336.53,15.0,14.0,8.4,5.92,1.0,5.0,1.0,0.3200000000000001,119.0,203.0,84.0,156.6,37.12,119.0,2.2,1.64,0.6560000000000002,0.82,1.2,0.64,3.0,3.0,1.2,1.44,10.0,10.0,6.0,4.8,0.0,0.0,1.0,15.0,14.0,8.4,5.92,1.0,1.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,3.0,1.6,1.12,1.0,14.41,40.99466666668,25.689600000016,22.175,0.0,0.0,0.0,166.0,229.0,63.0,203.0,29.6,166.0,3,0.5142563181316472,0.1428571428571428,0.1428571428571428,3.7900332636475857,29.307582571067627,0.7741325566746764,12,2.6587513249658588
50,50,3.186465492255224,Mg2 Sr1 Sb2,12.0,12.0,85.0,77.0,62.8,21.92,68.0,97.455,75.95,41.316,903.78,146.22000000000003,940.712,43.71519999999994,903.78,15.0,13.0,7.2,6.24,2.0,5.0,2.0,0.96,139.0,195.0,56.0,151.0,17.6,139.0,2.05,1.534,0.4127999999999999,1.31,2.0,0.0,3.0,3.0,1.2,1.44,10.0,10.0,4.0,4.8,0.0,0.0,2.0,15.0,13.0,7.2,6.24,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,3.0,1.2,1.44,0.0,22.89,32.626,8.641599999999999,22.89,0.0,0.0,0.0,166.0,225.0,59.0,189.0,18.4,166.0,3,0.5142563181316472,0.2777777777777778,0.1666666666666666,4.083896931356543,30.8817642139606,0.5655425382547059,459,3.049529133979334
51,51,3.2598568475727294,Mg2 Ca1 Sb2,12.0,12.0,85.0,78.0,62.6,22.24,68.0,97.455,66.44160000000001,44.254720000000006,903.78,211.22000000000003,953.712,64.51519999999994,903.78,15.0,13.0,7.2,6.24,2.0,5.0,2.0,0.8,139.0,176.0,37.0,147.2,11.519999999999992,139.0,2.05,1.544,0.4047999999999999,1.31,2.0,0.0,3.0,3.0,1.2,1.44,10.0,10.0,4.0,4.8,0.0,0.0,2.0,15.0,13.0,7.2,6.24,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,3.0,1.2,1.44,0.0,22.89,29.334000000000003,5.155199999999999,22.89,0.0,0.0,0.0,166.0,225.0,59.0,189.0,18.4,166.0,3,0.5142563181316472,0.2777777777777778,0.1666666666666666,3.8123028282944,28.94021734804604,0.5407247533200642,459,3.163549746452285
52,52,2.686948330975744,S2 Ag4,16.0,47.0,88.0,23.0,72.66666666666667,10.222222222222223,65.0,75.8032,82.60046666666666,33.690311111111114,388.36,846.57,952.74,376.2533333333333,1234.93,16.0,5.0,12.666666666666666,2.222222222222222,11.0,5.0,2.0,0.888888888888889,105.0,145.0,40.0,131.66666666666666,17.777777777777782,145.0,2.58,2.1466666666666665,0.2888888888888889,1.93,1.3333333333333333,0.4444444444444444,4.0,4.0,1.3333333333333333,1.777777777777778,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,6.0,11.0,5.0,9.333333333333334,2.222222222222222,11.0,1.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.4444444444444444,1.0,16.33,19.482291666666665,4.203055555555555,16.33,2.202,0.734,0.0,70.0,225.0,155.0,173.33333333333334,68.88888888888889,225.0,2,0.6933612743506347,0.1428571428571428,0.1428571428571428,5.62219691285606,24.3963888041256,0.5260800395710659,4,1.802034447334241
53,53,3.013125840938831,Mg2 Ca1 As2,12.0,12.0,84.0,77.0,62.2,22.08,68.0,50.6166,47.70624,21.772288,923.0,192.0,1028.2,84.16,923.0,15.0,13.0,7.2,6.24,2.0,4.0,1.0,0.48,119.0,176.0,57.0,139.2,16.160000000000004,119.0,2.18,1.596,0.4672,1.31,2.0,0.0,3.0,3.0,1.2,1.44,10.0,10.0,4.0,4.8,0.0,0.0,2.0,15.0,13.0,7.2,6.24,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,3.0,1.2,1.44,0.0,22.175,25.58,4.876000000000001,22.175,0.0,0.0,0.0,166.0,225.0,59.0,189.0,18.4,166.0,3,0.5142563181316472,0.2777777777777778,0.1666666666666666,3.33202165877276,23.774778003625865,0.5505381455259055,459,3.170919728251247
